10000 30000
5933 2149 57
1292 4782 49
3194 322 82
1064 2059 94
7298 2768 74
8103 8086 16
1347 7647 94
4251 9696 98
5020 3764 80
9616 7975 97
6108 5412 39
4507 9790 39
8981 7267 42
4372 4847 79
6824 8936 71
1298 732 66
8993 8862 4
7332 1535 70
9760 7247 99
1642 9242 84
5187 9730 97
971 6410 10
5522 716 14
807 8587 74
6309 3309 80
4824 3903 7
3853 3172 61
1068 1665 7
8221 9714 25
2620 6027 7
3645 439 2
4890 6040 48
6979 4630 88
7918 3901 93
6291 6199 67
4397 3407 10
4687 1527 73
6520 6764 1
4060 2838 15
8815 6176 9
8379 1377 10
6049 6316 73
3411 3365 54
1523 1257 31
7669 2886 89
8405 5321 90
4235 9484 54
620 232 3
6331 2535 64
779 2117 21
6518 9065 16
2674 2604 83
2985 936 11
5635 2963 84
4592 2771 68
3938 7573 18
8447 4307 6
9528 3130 16
136 3775 51
3604 3374 92
4891 4495 65
2340 1319 34
2154 8892 47
1231 866 44
6767 7251 53
5861 4353 7
5346 2520 79
2853 7303 94
8848 7548 30
7740 423 44
1267 4841 86
6361 6692 24
2145 1705 21
7617 2183 24
7471 1559 95
6996 5089 83
5587 1331 39
2302 2758 6
6094 5062 95
2921 9710 71
7407 8405 85
469 4267 6
8720 3523 41
655 8276 69
9995 1619 32
4728 879 29
9592 8455 64
4579 270 100
1186 1096 13
9350 8459 72
972 739 62
5237 4962 25
6105 9473 100
944 8689 16
9437 589 40
5108 949 83
453 8640 96
5050 994 52
2318 250 22
5658 753 79
3604 1956 74
6160 2421 68
5880 3642 16
9142 7205 15
2153 173 14
7308 7241 26
4746 8126 82
5496 3003 63
557 9995 44
5717 1447 50
2554 889 89
7198 8308 84
4142 843 92
8990 6370 2
1496 409 61
6610 7802 10
3918 9505 31
2532 9859 13
6401 9181 36
1082 2053 52
2119 121 39
3328 677 57
4694 9826 55
9827 1922 39
9198 5792 33
8201 3939 98
654 1808 84
9303 4303 91
1287 52 58
9880 1509 51
366 4668 24
2304 6778 82
1420 3360 51
6745 3190 86
6371 8276 1
3712 1283 53
5719 92 51
8403 9709 19
3506 242 49
1028 2037 60
2325 3753 26
9194 5592 66
8258 9337 36
9093 1226 59
51 46 79
2762 6454 71
2041 1905 14
9659 9984 26
2602 2500 5
2049 2508 76
6818 9263 90
8663 1014 38
4425 2657 56
3951 877 94
3578 5109 43
1658 206 68
103 4185 29
1214 6170 81
3772 1375 70
1252 9379 2
6133 7747 81
1906 4915 63
533 5112 84
3895 2175 99
9112 1713 23
2897 2636 2
6689 396 43
2706 7289 59
8849 9407 66
1523 1680 16
885 8610 71
4157 9024 38
1217 6785 45
7802 270 96
8424 1873 61
100 1059 36
9468 6152 50
1017 944 86
9305 2073 7
2497 1385 40
8988 5030 81
8324 479 58
460 3549 78
671 1342 20
2805 1712 35
2487 2943 51
2322 5856 67
5069 3119 66
9132 7651 82
4390 9717 14
328 6791 6
9954 9113 5
8538 8498 62
5934 3536 72
4578 1699 40
6354 3324 80
4161 1170 33
5656 2613 72
9612 39 33
5833 7830 19
6103 7578 51
1839 7516 60
4347 9894 52
9973 9010 91
6332 4797 52
4865 9230 71
6377 8315 82
4607 9504 90
3117 2567 68
4765 6444 54
2686 3841 45
5867 2164 79
1888 6322 48
212 94 90
5356 3125 95
9157 5714 1
6187 2649 10
5575 2132 99
3000 1943 78
2890 2564 35
3625 945 73
1045 6615 95
5447 3542 84
8962 7471 85
3557 6804 29
1560 5504 79
7730 3087 11
8015 756 91
1493 267 81
7637 3236 57
7534 9005 43
9116 8373 45
5928 5513 60
7107 4846 44
9598 4436 55
2861 2112 62
4856 4203 96
1205 540 44
2814 841 8
1558 1410 65
3194 1059 56
2089 9889 14
1607 5846 59
4332 3720 61
5770 7338 92
3877 4516 34
2140 1743 32
5348 231 5
1510 1858 67
4540 5306 72
186 1572 58
9808 6414 37
4075 115 22
7281 5191 39
9187 289 62
118 59 49
7577 8861 31
5774 1958 41
6749 3094 43
6191 2780 18
3570 4320 76
94 66 91
4720 2287 41
3637 464 47
6990 3406 18
1286 5152 28
9896 9624 92
738 39 41
1868 3578 81
6010 9237 82
4489 1290 76
6381 7956 10
3643 3525 30
1458 1201 7
4747 4174 94
6874 6467 76
3331 5269 13
886 5094 73
8950 4081 96
9667 7585 85
4385 989 33
8660 7743 2
6825 8806 95
9655 3318 19
3978 462 53
1230 1197 74
3016 6063 46
4870 497 16
1232 987 57
5683 1241 36
7755 4033 17
6521 9017 2
4819 9683 91
9468 5600 1
3776 3330 2
7653 1937 48
1459 1124 50
7058 1615 69
4895 2602 97
6072 2658 65
8863 8797 75
949 2731 77
4662 3489 64
2936 9359 56
279 244 86
7798 6529 3
5878 5336 69
258 5600 87
2589 1447 84
9853 1576 14
6585 8378 14
9758 3665 73
1131 855 84
2924 1096 54
1481 909 89
9402 2348 55
1474 7974 93
7974 7521 87
9141 923 45
7980 5389 26
7092 1373 33
6857 3165 87
5202 4532 24
2552 1035 38
1841 78 100
9984 8685 8
2968 9575 64
3022 2056 48
1833 556 70
254 157 60
8917 326 85
9782 6203 30
1737 603 38
2119 5773 53
49 26 50
7175 3459 48
5187 4352 32
244 8033 92
3650 6545 96
9165 5272 6
3338 9291 51
4831 8727 50
7005 1990 67
9086 9662 39
898 46 89
6277 23 93
3908 4512 78
3226 9773 26
4050 3470 84
7836 7111 56
1860 9553 94
6933 3682 25
3912 8840 32
3417 1580 28
959 5687 76
4633 229 51
3097 492 72
1794 3367 35
4127 3528 66
4290 4503 84
1312 476 6
2561 963 41
7178 1257 79
3072 8026 52
4688 972 79
4304 1293 6
4668 1518 88
244 5302 75
3017 4766 42
7555 6277 25
9443 5981 33
6917 3520 40
8082 6990 98
8300 1656 46
5618 6365 64
5088 8290 11
5211 6678 52
2703 8042 81
4640 3346 49
7288 4269 97
1333 3344 100
7072 7816 55
9006 1583 26
2878 2478 15
4273 555 66
6621 1310 95
5197 6690 49
1398 1031 25
5896 7335 87
2518 1857 75
1345 4959 34
3978 3078 60
7333 7179 78
9708 67 72
6613 1412 44
3060 1802 28
2919 3874 36
9398 2805 39
5236 3477 70
135 9970 27
3522 4479 10
2428 2580 75
9292 5249 59
8713 9402 32
6024 848 46
4875 3396 94
346 153 12
1559 218 42
6130 4337 45
5996 9644 95
1851 690 39
5952 8416 62
9885 6670 77
3381 3188 45
9554 7734 49
246 10 4
760 7960 57
2901 8345 22
5205 1512 29
77 6479 52
5194 2257 86
8505 4724 74
8428 1897 50
5730 9174 32
4285 109 22
3590 2605 88
9839 2766 95
5116 5523 75
5572 4610 74
6990 2340 7
4198 230 94
6144 2684 57
1860 4951 66
5114 1602 99
788 3282 34
3405 645 55
2347 1171 59
7397 3133 91
5760 4587 3
5309 78 54
1912 1421 69
9346 1723 99
1551 153 57
4304 1846 6
7046 2032 90
5595 1402 89
1696 14 45
9995 3035 21
5930 2800 99
712 5584 24
1072 101 32
3086 9121 47
9990 3658 55
1081 1870 59
6719 379 97
8161 2985 41
6175 649 68
7286 4809 71
4393 8999 87
7660 6625 31
2045 2561 26
4329 6916 85
9813 4439 64
1255 9578 41
4742 246 2
7031 1012 44
867 3602 17
1415 5150 85
7684 7791 73
4170 4242 19
4693 4821 100
5800 1875 87
8429 1549 73
6996 9341 32
4155 3619 33
5084 701 89
3114 2999 14
5105 2280 61
3457 9704 22
8091 3786 7
485 1119 38
5107 4744 30
8066 2775 51
42 25 73
964 1621 88
3169 7159 23
3875 1928 78
7267 9693 20
1237 287 54
8954 821 84
1590 3863 42
7181 8835 57
7830 129 40
3833 1546 59
9193 1587 74
3322 1682 16
8769 4503 56
3072 2412 40
4206 6577 27
5393 5444 48
1088 8488 34
7204 73 81
6538 1483 52
3440 1555 83
2160 1997 2
828 154 4
2918 1202 84
2391 1400 7
701 8613 38
8888 3493 90
8165 4405 71
2269 1617 33
4851 979 41
4312 5683 89
2734 5603 72
2749 1792 77
551 1587 83
7850 7985 18
8705 6620 77
4571 4564 58
5084 1201 58
7387 4045 100
1805 166 2
6781 5419 7
7481 1133 24
608 55 95
7011 1696 40
7703 7450 24
1138 1572 78
7244 5289 81
7836 5404 45
5734 455 57
6276 9503 45
5316 4953 68
2900 4740 30
3522 1955 10
1315 3851 96
5271 9171 47
2916 6393 18
1869 2515 50
8191 2094 61
2199 4329 61
9056 4945 87
199 8073 94
6338 9264 60
5709 86 88
7284 7567 69
4104 3793 15
6217 4004 23
7499 144 54
2665 332 69
8297 3840 76
8267 6879 33
9998 8754 22
8737 2216 50
1612 1307 49
4285 9546 22
4510 7101 15
9911 3503 17
1714 1491 73
9645 9127 89
6701 4071 82
7451 8758 22
4267 6201 27
5459 1622 36
2872 552 77
6243 691 25
2867 5572 26
9255 1977 38
7018 1826 78
9490 7507 99
297 3659 69
4983 6380 20
7827 2929 29
6278 9919 89
325 196 50
6015 2633 41
231 2777 4
1173 300 35
6590 4366 83
5305 9653 72
3741 2308 81
543 5819 90
2114 5562 77
335 57 58
2329 5839 50
1458 3736 66
5688 3884 85
5845 7261 92
8143 1052 63
4794 3068 82
4555 6071 82
8430 3846 43
8605 3561 63
3314 3492 79
1009 7196 20
9862 2740 59
8489 7457 33
3218 1743 28
5172 3248 46
6855 4827 47
7842 8121 71
2499 6439 56
2077 6546 1
1973 300 65
3062 6700 44
6714 3435 87
5501 7249 85
4267 1681 33
4955 5614 52
1844 1836 44
7725 2307 35
6355 1140 15
8039 5731 34
3394 4967 91
6535 2231 68
2908 953 68
5169 2162 56
6651 7744 86
9814 8534 9
2303 9311 25
9869 1689 29
9526 5460 44
7787 2903 93
234 4093 47
3936 2888 10
4002 7356 30
4555 3994 44
6672 3387 25
4169 2252 65
5159 9123 94
2603 7333 68
6879 6193 91
6114 1410 56
7207 6927 31
9718 3072 94
1852 5264 52
3393 2646 66
4754 5428 64
5568 9106 28
9498 942 58
8066 4404 83
1548 215 9
3873 9683 72
3471 1559 69
1335 8580 79
183 97 9
8366 1995 32
4049 6184 56
8340 3036 31
5305 8535 22
5832 7625 77
2359 3925 48
6667 8036 65
7850 3304 33
8608 620 40
8056 7241 90
3809 4836 4
7363 6561 12
5522 9962 99
9599 3030 56
8155 7784 54
7915 5427 30
9011 9610 92
109 57 74
3483 6416 51
2261 5643 53
4080 6639 100
2385 5236 48
5639 932 11
4543 8941 36
3044 297 33
6437 8839 13
8127 8041 3
2944 661 51
6766 1128 5
8476 5771 6
7928 3293 13
1436 902 60
5033 4721 23
6382 7191 40
4374 4930 46
5167 1349 92
5390 2318 43
316 9811 90
8563 5177 24
9377 7011 57
4244 3605 14
5942 3580 56
9044 1796 70
3349 1729 89
1669 3547 2
2225 6978 85
4412 7104 10
5853 8054 47
5549 4938 26
4709 4264 55
6436 5529 19
8557 5694 15
9642 7240 91
275 3122 10
5085 9745 92
6139 7825 24
4434 8475 38
2429 1663 26
8929 4986 47
2619 7484 71
4313 3889 36
4812 44 85
53 803 21
8212 5018 96
396 379 35
9700 3096 33
817 6102 44
9608 1531 86
4889 1849 1
9463 3959 76
8897 266 64
9661 3093 70
4232 9774 63
8199 1916 15
3784 5195 70
3842 7798 82
3124 1882 15
6047 6731 42
7346 2603 73
3095 6502 47
8726 2676 92
8127 7959 62
4813 680 64
9680 9668 26
1653 8076 8
2507 4365 96
3329 2383 40
3419 737 92
5258 7135 37
4463 2342 13
4101 3843 7
3410 4652 42
7755 5201 4
5077 1934 34
5500 4728 88
6128 1603 97
5226 4751 23
2443 2407 22
6298 4233 56
4637 4235 37
9568 333 65
770 2943 52
5413 3553 84
9568 8272 7
877 529 74
7730 7317 41
7691 4192 38
3219 2137 30
9386 8998 34
6019 2379 69
2144 904 45
7422 3391 80
5294 8118 17
5987 2802 86
9194 8453 47
8179 8523 99
1815 1728 69
5090 841 94
1359 2664 84
7600 9357 20
3317 3359 100
2842 8288 18
5213 476 55
3905 7458 32
4001 5359 6
7845 472 86
6494 4400 85
4214 9181 42
7681 3218 54
1774 1389 18
6619 605 9
5986 4690 9
9752 4553 92
1891 1326 75
8798 8543 38
4445 274 78
845 3949 76
7764 7682 89
5037 893 86
6798 4113 68
7136 268 91
849 9957 39
266 967 14
5276 5154 98
6177 192 59
754 721 56
6416 7872 71
2200 2160 32
9219 600 77
1667 6362 60
3338 2250 63
4671 9674 25
4555 6391 52
8181 8534 50
7240 3306 19
2227 3017 94
4660 8226 30
6789 1647 61
1938 9073 50
3070 9296 94
6708 1347 94
2803 1976 89
7991 4752 83
3639 9156 15
5473 2000 22
7834 2833 82
3409 3303 41
2104 394 69
7174 8237 76
1469 5340 71
3879 604 93
4407 2825 1
1654 14 77
9164 3181 93
8136 7006 25
6601 6030 91
4488 8098 39
8478 3175 22
1726 417 25
7733 4167 9
9985 6800 69
6662 8358 23
8690 5718 57
3390 3615 7
5102 386 8
3695 8047 75
4112 2476 83
7233 6422 95
6943 7065 75
6195 820 71
2289 556 53
4745 222 57
37 5335 21
6121 4595 8
1663 996 3
5205 5063 32
1025 1986 74
5261 6478 7
9859 4110 13
9098 5951 12
3767 7337 9
7859 4960 51
1053 772 37
5868 7393 72
2340 6177 83
7428 1749 91
7051 4419 28
8081 2525 62
2661 6942 49
2928 2604 99
4145 3520 78
1486 1499 68
6278 376 71
5747 2086 39
8362 3947 51
5409 601 65
1371 5186 94
9115 4038 21
1271 5010 67
1821 9733 99
7469 6231 30
5494 5715 20
2738 945 19
3413 1996 36
6437 6101 60
3504 907 85
8992 4703 95
5579 984 37
2795 151 9
1147 6233 79
9307 5852 96
3841 3094 98
4153 4112 43
4383 6416 55
6269 4387 44
2638 6298 29
1234 2530 62
6876 8991 55
7058 6665 1
5986 2407 83
2911 250 59
3248 2261 73
6447 7878 90
7725 936 57
6943 2814 91
3585 7634 26
9959 6575 15
5984 1712 65
3352 9641 8
7839 6787 72
2502 199 52
1645 4012 49
8320 1466 80
6074 3780 79
6220 3507 65
5978 5880 57
2467 6097 87
5403 407 43
524 3834 75
3709 4635 65
9510 9376 35
7698 1095 69
9400 44 63
1958 1112 21
5804 7085 99
4920 2917 82
6000 4607 14
9462 691 62
295 6241 58
6479 1440 83
6299 9252 55
3811 4511 90
3085 849 19
1266 4153 47
6567 656 40
9058 2717 91
8803 8205 53
6192 6166 6
7652 1936 46
7060 1199 55
8270 9382 79
2246 403 48
3746 4006 94
2160 98 60
5709 3964 32
3470 2176 10
5345 7332 42
4425 9293 39
6072 190 67
2538 8787 83
1725 1073 75
3282 4051 89
2101 9764 35
3062 3989 88
6056 4729 96
6779 4825 8
936 576 55
3713 6336 65
1343 20 77
7796 7501 75
7777 6684 72
4091 393 36
3641 2191 21
1886 5409 15
8988 5085 99
5582 7927 100
307 280 72
538 301 47
7534 3175 82
3563 7795 52
3378 1884 86
9326 8807 17
9064 8540 99
4496 6406 71
8244 1709 9
2699 9059 86
2313 5593 71
4429 3117 87
7101 9605 36
7986 3606 67
9879 3195 61
853 9912 23
6613 6915 35
6791 1860 4
8305 5001 4
8942 4739 55
5392 6005 12
1870 1052 13
1544 4510 52
400 321 13
5916 3823 29
107 33 79
9280 9173 14
3924 1754 33
9824 9492 52
802 7792 56
6579 4313 75
7371 6578 57
1670 2488 28
6720 1702 48
7049 1639 69
1706 1350 64
4498 1363 45
6598 2998 58
2776 2610 81
2919 348 94
7533 2047 35
6525 4255 100
8583 2071 88
1546 3320 32
2882 5826 54
9554 8344 64
5778 2521 55
4650 3255 55
9318 6569 19
1991 7029 45
7947 5809 52
3677 5218 95
9581 2995 67
1318 149 9
9010 317 25
1951 9881 35
661 5379 15
6264 2096 43
2150 234 33
7232 7012 48
1323 9200 69
6485 3645 2
3201 2968 2
3130 3678 19
4409 2862 73
6691 9355 10
5098 3649 76
5048 7077 38
3338 3774 45
1295 949 88
3828 1209 87
6033 2172 20
4090 8173 1
6775 8561 38
1643 3082 52
6742 949 71
2100 6761 52
1261 3644 93
7354 3096 44
5845 2407 53
7946 150 35
5193 2052 51
4005 1053 75
1942 9431 49
2534 5526 49
9239 2039 78
3408 1612 18
1529 1175 68
8665 1307 84
7487 8594 89
4164 3058 25
7358 3083 12
3118 956 98
2762 290 10
5920 2095 56
4556 886 7
1199 323 96
5454 4747 62
7558 5040 36
7288 6082 40
1041 822 11
671 302 93
8477 9306 74
3686 5623 21
171 5454 43
9484 9615 43
8462 200 31
7079 5889 96
3211 4300 5
9287 8565 12
8960 5098 45
9055 902 61
6720 2123 85
3405 4714 32
2482 7621 66
6288 3638 12
3244 9334 55
291 4218 34
7338 9650 28
7332 4947 72
1107 694 56
8149 2639 17
180 83 69
4000 3689 28
3179 589 27
7079 4158 82
475 5960 69
4337 2039 53
7860 8962 34
3859 179 14
2152 7113 90
7275 6989 79
2549 695 14
9882 5822 45
8970 2328 12
7919 852 66
3900 8911 99
1435 579 5
7732 9448 24
9301 7941 69
358 4883 39
9804 3856 41
1065 4930 69
9770 7043 38
4702 7155 62
3623 2018 5
2338 6003 74
706 9981 32
4255 2376 67
9465 146 45
5071 3739 2
7127 7477 85
8350 615 48
92 7778 23
7974 4947 75
9183 5941 38
1204 2944 33
2330 1753 6
8992 8170 22
3412 2947 6
6405 727 17
4434 3183 85
7023 2088 68
8578 8455 41
2331 406 45
3804 708 34
9449 2907 25
6245 3541 19
995 129 2
7835 6599 90
7661 892 52
6673 3028 96
3560 9767 66
5139 471 39
4467 4445 39
1674 9920 22
7821 200 25
7699 8916 55
2045 4443 100
7361 3889 79
6895 1336 52
6170 2300 74
4379 9038 29
6220 892 36
2971 2962 92
7514 6342 53
7250 5271 58
2598 7233 18
2599 978 5
3698 2022 56
1730 748 59
1788 685 82
6424 34 43
2883 212 35
5297 5572 96
5864 5819 46
1386 52 28
1989 9977 46
3555 4621 97
6813 2137 6
35 9520 5
4385 2188 23
5508 583 86
2898 862 34
9565 2005 39
1682 2350 17
8209 6629 96
9648 2275 33
8179 9906 43
6047 1835 21
998 9108 53
2745 7115 11
6850 4314 70
1835 2864 92
1876 1587 56
3916 3275 3
857 5431 41
9743 1034 61
5282 3379 91
2876 1354 1
6309 472 65
3134 8004 3
3521 7170 91
239 222 14
1290 5155 37
2308 518 21
9005 870 51
9380 2913 52
9825 4381 60
6376 2509 26
992 912 17
1446 1140 88
8439 6995 96
9081 6419 93
224 1443 82
7444 3447 77
1077 508 57
8146 8977 69
9901 9936 39
7690 3816 23
404 245 44
667 289 88
4609 7326 36
7028 7955 33
6910 9717 94
8851 4215 62
227 178 42
1682 9485 10
6563 5293 23
4318 7349 88
5923 9294 69
453 139 80
2452 6224 16
186 3370 77
8290 1552 10
493 448 13
2167 3127 97
2771 2028 69
7103 4786 19
1586 9764 97
830 7392 49
7419 3281 6
4844 4595 61
6129 4668 62
1110 8244 33
6453 214 59
5945 2769 77
7526 9610 77
906 2804 63
8494 3680 67
1370 421 59
5855 4144 56
8820 5152 49
1550 1245 88
5265 4285 77
7206 8059 3
7363 667 44
208 6720 44
7522 6546 14
6057 9226 76
7228 9592 85
5025 1438 96
8452 8196 11
8902 1538 24
59 10 10
8187 6384 64
9799 2821 88
7861 5123 98
1019 6641 37
9045 1143 61
9999 7646 89
3300 268 70
6598 5209 8
6521 4502 49
4621 5562 91
2964 9045 88
7443 2983 100
6885 2459 76
1223 7282 66
4670 986 59
27 20 25
308 73 49
9927 1165 44
5859 3749 20
4522 925 15
5873 3803 43
2205 1186 10
8411 3920 73
7565 7228 81
1046 154 74
7982 4456 22
9833 4982 5
5291 6019 89
4822 2296 96
8907 3433 16
1295 8187 7
9713 2722 5
7095 5050 14
2141 1920 81
811 231 96
538 938 53
4460 9041 81
582 9663 3
237 6145 76
8075 3401 69
3508 6633 58
8730 3035 74
9641 2940 62
6152 7557 11
8404 8026 71
4116 1328 80
9313 1998 68
4815 1267 65
5559 7284 59
6696 7590 51
1224 182 57
2566 6895 3
8719 2906 32
6122 4691 82
5198 266 39
4535 1289 66
7702 638 40
2649 2370 68
1999 27 1
2809 1405 95
598 3271 27
8383 1770 100
9013 1274 36
2088 217 57
1006 9133 35
3979 9886 94
6178 4832 57
1030 117 97
9017 3533 70
938 1631 53
3504 3089 33
444 4308 29
4565 8581 24
4428 8730 21
4706 6722 17
8436 2662 23
5909 6989 75
5099 6270 93
522 9717 89
5460 2381 60
7611 1571 17
7176 3057 67
4547 619 52
1628 8221 41
6204 940 29
3903 2424 86
9692 578 31
828 695 45
436 383 85
4162 3888 83
1221 4291 60
1151 7143 5
5937 6023 96
2447 5813 77
7725 2505 59
5392 313 77
2848 6429 53
4548 5095 37
8169 1328 22
7275 7505 55
1676 660 46
1508 890 88
3332 5811 82
7229 2176 23
5592 3296 42
5350 5405 15
7530 5633 91
3992 1991 14
5702 3351 88
8503 1376 8
642 3948 37
6932 7407 89
3172 6697 28
4559 4281 49
403 3 58
9871 8368 98
776 9217 30
5731 2744 63
4406 4094 99
5818 671 72
2134 1716 59
7094 7338 70
6435 4660 6
322 2142 61
4627 7610 80
8293 6283 70
3285 1116 14
4960 1173 47
2857 3375 74
1694 934 8
1259 210 87
8938 8769 6
6423 3668 10
8644 3044 86
7726 6985 80
7606 589 49
8412 9412 98
375 160 35
8497 2419 94
2219 6621 53
2648 792 70
3465 1399 34
6593 420 97
6553 1697 16
6566 2462 6
2177 125 7
588 3797 74
2255 857 100
5364 649 30
6805 1607 61
3190 932 36
74 4786 95
8366 1531 67
1863 3372 51
4020 2255 37
1278 338 9
9423 7904 100
5064 4287 24
1652 6935 32
6160 826 18
3141 2849 27
4842 1871 100
3031 7135 16
3143 3175 60
6968 9394 87
6993 6670 73
1655 8052 62
3532 1715 33
397 2240 3
2504 1095 79
2584 7288 67
3449 9824 22
3495 7591 84
8029 4641 45
2853 4311 41
7290 1458 40
5569 9628 83
7297 2232 98
3280 1299 53
9582 848 84
4500 9942 99
7221 1834 23
3917 2210 68
3423 2157 58
1144 5627 17
2532 1649 54
7930 7783 45
8217 3752 50
9819 5463 86
8476 3644 89
6564 558 74
7522 8609 73
7514 2061 46
2183 9966 17
3683 4793 56
3259 9537 34
3558 3101 36
4744 3721 3
581 2552 41
4904 3179 94
8996 5173 67
754 3759 57
6185 3828 59
9727 5458 28
5851 4856 53
9804 2175 44
6855 4091 25
6238 4468 61
8861 9524 59
1941 27 44
2138 2910 84
7635 5741 8
7539 1734 34
1686 8074 28
999 86 20
373 283 36
2588 1183 65
1738 9317 29
6426 590 10
3807 3303 36
583 1599 6
5159 7714 69
4068 656 10
2229 1843 10
8298 4880 58
150 66 25
3263 268 24
9103 1216 72
7400 9310 24
1787 1497 71
8308 8005 15
8676 5977 92
1686 660 42
8034 6577 57
4059 3447 99
8262 5799 79
9342 4370 82
1971 2464 30
7170 37 36
7321 9391 66
4170 3869 3
5393 3166 21
2488 2195 3
5411 4115 45
3871 687 87
7801 3242 26
3475 5511 63
9543 2736 21
7065 2963 87
93 7918 76
7376 7177 24
2093 6181 30
6924 8186 46
8270 5452 12
1448 10 88
8034 3689 95
5596 7046 13
6566 94 59
5145 4728 49
4587 2226 93
2987 596 97
7603 9322 14
9031 7291 60
2170 89 29
865 148 13
1286 377 24
7706 5571 82
1828 6821 44
1771 8299 24
283 3767 47
640 140 45
4856 859 84
4765 7405 85
8081 3903 32
9021 3006 62
1820 7615 85
1175 572 53
7666 1843 55
1594 2130 94
7378 829 31
288 224 28
8069 1576 75
3052 1921 43
836 4817 82
4669 2044 68
978 2869 18
8281 1357 25
4174 7190 88
9585 5117 8
6980 2456 50
5642 4048 40
228 1911 44
4435 5360 69
6880 7038 68
3569 3177 64
5667 6325 11
4285 4651 85
2996 1686 71
9371 5669 71
6748 2326 48
3735 1340 62
6680 251 59
1877 3697 4
9502 9079 52
8416 266 85
8242 546 58
6589 5966 31
9670 7337 57
8090 1795 14
2249 3422 77
8645 8193 9
1366 5 28
2060 624 21
6075 5295 78
5390 3151 25
8954 3155 7
4450 3237 73
2730 1842 34
2575 2364 72
5963 6190 25
7976 5505 64
1111 3841 25
2722 121 70
9100 1513 25
8138 3775 24
8889 403 3
9957 7498 99
7399 107 50
6200 1178 93
9809 8083 88
3247 3118 37
4744 3208 14
6035 7592 54
7130 3753 10
4428 1430 52
4969 1283 45
9111 8757 92
2943 96 41
253 9 14
7265 1249 63
6877 1809 55
4639 1539 92
3856 6435 72
9173 8065 93
9966 3129 60
4217 3399 49
8504 4903 87
3206 9052 47
8885 3911 13
2267 783 34
4460 85 56
9885 9087 89
4617 5701 84
6535 3761 36
8428 4577 62
7832 7466 11
7032 3602 98
8193 2562 34
864 2494 16
2094 4916 85
5146 2440 14
2119 7576 68
499 1525 4
8204 8182 80
3258 6282 92
9795 4016 75
6207 9557 31
6304 8717 85
5170 4472 39
8107 3201 48
7921 5074 3
9073 3809 68
9601 1445 33
6298 3939 90
5836 4278 25
351 381 79
5243 252 62
7814 8820 69
8859 381 96
9745 2496 80
1760 6451 33
3673 958 26
7033 719 96
3043 351 33
6109 561 14
1675 5701 67
1977 2020 11
4469 4992 29
8892 3193 24
705 6 3
1336 3707 16
9200 5046 48
7274 2454 79
2840 3121 95
9537 1017 27
4231 408 78
7315 9799 90
3937 2932 75
5586 4364 92
7554 1204 66
2272 710 83
804 281 20
9246 9838 60
2978 2605 19
9416 9194 61
5200 2499 94
845 8230 70
7384 635 78
8414 8295 59
8052 3555 27
105 76 30
4307 212 2
9793 5726 67
742 5339 18
2790 2957 90
7147 1063 57
6346 1351 55
2045 1777 17
3010 213 51
7334 6743 73
8094 4310 94
7720 7068 25
2754 735 51
166 5874 3
5925 7472 86
7432 7688 77
2375 9355 65
4160 1611 9
4101 8590 24
1761 945 84
4507 4465 71
5842 5627 70
2005 351 12
1925 1113 96
4815 9680 57
8028 9273 84
5885 8694 17
7094 4693 7
2771 7407 81
5908 738 57
5381 3870 96
3070 3506 50
9531 6487 84
976 832 99
5007 2038 68
1201 9710 11
4395 101 95
5353 9996 25
5569 4129 47
5335 1276 14
501 138 96
8543 3487 19
1513 4614 52
5849 4236 10
9198 1295 96
9639 5865 77
8901 3258 69
5589 335 48
7456 592 26
2192 2110 70
4215 814 44
9284 1135 29
8740 8361 63
2333 4670 49
4396 7736 88
3788 889 17
6157 7716 66
7228 476 11
8761 4466 67
6165 358 48
1823 1505 21
7780 7243 16
8642 5833 32
4652 7981 23
8949 5114 60
2031 624 55
834 7541 6
1001 936 29
1003 4038 44
6359 7367 15
353 7888 77
448 633 63
1133 724 56
7537 2074 15
991 4791 88
5724 2850 89
1582 692 63
8019 6684 43
3554 2185 43
1779 4267 58
7766 9750 8
5405 4387 8
9237 6611 82
428 5821 18
6932 2920 49
3549 1778 45
6507 2774 22
1843 1908 46
3072 2581 35
4156 731 41
2081 5687 71
4043 4971 39
6668 8438 55
2163 1800 73
7964 369 95
9716 6021 4
651 3668 40
5811 4949 15
6706 9163 6
2879 703 7
1699 3361 22
2372 979 55
9777 6726 31
9390 1074 2
370 2220 47
859 722 19
9774 4916 85
4869 3602 35
830 7860 65
1843 5552 3
3209 916 11
8840 7790 49
537 150 81
265 1968 25
605 599 73
6809 7000 90
46 3 97
6515 3707 82
5950 4378 83
284 2950 19
1026 579 69
3102 5280 97
2391 9641 25
7297 5787 90
1964 520 35
8341 3964 98
6197 433 39
8072 4475 76
1175 3721 45
3979 215 56
282 9757 5
5708 3750 56
1596 4010 40
1748 1698 73
2780 9791 65
1150 7602 92
8554 6409 55
3802 49 14
7937 4039 51
9166 6900 34
5888 6470 68
3438 2261 23
4802 9550 26
7758 4335 78
5812 4236 30
3434 998 49
9289 4850 96
4901 5800 62
2419 4405 87
7530 4877 75
6340 2937 60
2328 9646 8
960 2253 59
2528 7308 83
907 614 85
4993 6972 87
8472 7530 88
6394 4653 21
1208 422 47
823 177 22
9026 8382 49
3154 686 58
2773 7273 98
2531 1132 61
7203 4132 48
